"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-0.jayan-qv41917.uwmadison744-f18-pg0.wisc.cloudlab.us",,,,"User:","jayan"
"Cmdline:","dstat --time --cpu --mem --load --output 2_nodes.csv 2 3000",,,,"Date:","15 Oct 2018 02:16:41 CDT"

"system","total cpu usage",,,,,,"memory usage",,,,"load avg",,
15-10 02:22:46,25.566,5.238,69.084,0.0,0.0,0.113,1.25480742912e+11,24158208.0,1780813824.0,73984598016.0,12.220,18.760,16.940
15-10 02:22:48,19.571,3.771,76.607,0.0,0.0,0.050,1.25319217152e+11,24162304.0,1781366784.0,74145566720.0,16.370,19.510,17.190
15-10 02:22:50,17.668,6.674,75.507,0.0,0.0,0.150,1.25275144192e+11,24162304.0,1781690368.0,74189316096.0,16.370,19.510,17.190
15-10 02:22:52,24.299,2.580,73.009,0.0,0.0,0.113,1.2496519168e+11,24170496.0,1781690368.0,74499260416.0,16.370,19.510,17.190
15-10 02:22:54,27.272,3.642,68.961,0.0,0.0,0.125,1.24981121024e+11,24170496.0,1782513664.0,74482507776.0,18.740,19.950,17.350
15-10 02:22:56,27.476,7.691,64.632,0.0,0.0,0.200,1.24989325312e+11,24178688.0,1782853632.0,74473955328.0,18.740,19.950,17.350
15-10 02:22:58,27.196,4.506,68.185,0.0,0.0,0.113,1.25054087168e+11,24178688.0,1783222272.0,74408824832.0,17.960,19.770,17.300
15-10 02:23:00,25.414,3.409,71.028,0.0,0.0,0.150,1.25499179008e+11,24178688.0,1783685120.0,73963270144.0,17.960,19.770,17.300
15-10 02:23:02,21.581,3.378,74.953,0.013,0.0,0.075,1.25545357312e+11,24186880.0,1784102912.0,73916665856.0,17.960,19.770,17.300
15-10 02:23:04,17.894,2.978,78.991,0.0,0.0,0.137,1.26045364224e+11,24186880.0,1784479744.0,73416282112.0,16.680,19.480,17.220
15-10 02:23:06,23.163,8.088,68.649,0.0,0.0,0.100,1.25532811264e+11,24195072.0,1785249792.0,73928056832.0,16.680,19.480,17.220
15-10 02:23:08,25.841,2.962,71.084,0.0,0.0,0.113,1.25380165632e+11,24195072.0,1785049088.0,74080903168.0,15.510,19.190,17.140
15-10 02:23:10,26.464,3.687,69.698,0.0,0.0,0.151,1.25402005504e+11,24199168.0,1785569280.0,74058539008.0,15.510,19.190,17.140
15-10 02:23:12,26.959,3.591,69.287,0.0,0.0,0.163,1.25442592768e+11,24207360.0,1786167296.0,74017345536.0,15.510,19.190,17.140
15-10 02:23:14,26.593,9.393,63.877,0.0,0.0,0.137,1.2602195968e+11,24207360.0,1786523648.0,73437622272.0,14.430,18.900,17.050
15-10 02:23:16,22.968,3.613,73.368,0.0,0.0,0.050,1.25879627776e+11,24215552.0,1787072512.0,73579397120.0,14.430,18.900,17.050
15-10 02:23:18,15.762,2.432,81.706,0.0,0.0,0.101,1.25902127104e+11,24215552.0,1787572224.0,73556398080.0,14.390,18.820,17.040
15-10 02:23:20,23.120,2.164,74.603,0.0,0.0,0.113,1.25996990464e+11,24215552.0,1788055552.0,73461051392.0,14.390,18.820,17.040
15-10 02:23:22,25.362,2.247,72.267,0.0,0.0,0.125,1.256308736e+11,24223744.0,1788817408.0,73826398208.0,14.390,18.820,17.040
15-10 02:23:24,27.779,4.325,67.734,0.0,0.0,0.162,1.2561782784e+11,24223744.0,1788624896.0,73839636480.0,16.920,19.270,17.190
15-10 02:23:26,27.390,3.586,68.874,0.0,0.0,0.150,1.25691568128e+11,24223744.0,1789247488.0,73765273600.0,16.920,19.270,17.190
15-10 02:23:28,27.336,3.734,68.855,0.0,0.0,0.075,1.25782331392e+11,24236032.0,1789825024.0,73673920512.0,16.130,19.070,17.140
15-10 02:23:30,23.789,3.218,72.843,0.0,0.0,0.150,1.26089084928e+11,24236032.0,1790287872.0,73366704128.0,16.130,19.070,17.140
15-10 02:23:32,18.478,3.431,78.041,0.0,0.0,0.050,1.26163062784e+11,24236032.0,1790914560.0,73292099584.0,16.130,19.070,17.140
15-10 02:23:34,18.818,2.362,78.670,0.012,0.0,0.137,1.261064192e+11,24244224.0,1791381504.0,73348268032.0,15.0,18.780,17.060
15-10 02:23:36,25.175,3.954,70.733,0.0,0.0,0.138,1.26031241216e+11,24244224.0,1791381504.0,73423446016.0,15.0,18.780,17.060
15-10 02:23:38,26.155,3.046,70.649,0.0,0.0,0.150,1.25954093056e+11,24244224.0,1791840256.0,73500135424.0,13.960,18.500,16.980
15-10 02:23:40,27.893,4.114,67.893,0.0,0.0,0.099,1.25963403264e+11,24252416.0,1792233472.0,73490423808.0,13.960,18.500,16.980
15-10 02:23:42,26.812,3.800,69.238,0.0,0.0,0.150,1.25664108544e+11,24252416.0,1792851968.0,73789100032.0,13.960,18.500,16.980
15-10 02:23:44,22.996,3.378,73.539,0.0,0.0,0.087,1.25908811776e+11,24252416.0,1793413120.0,73543835648.0,13.0,18.230,16.900
15-10 02:23:46,15.540,2.861,81.549,0.0,0.0,0.050,1.25971521536e+11,24264704.0,1794248704.0,73480278016.0,13.0,18.230,16.900
15-10 02:23:48,22.539,2.749,74.575,0.0,0.0,0.137,1.2598913024e+11,24264704.0,1794727936.0,73462190080.0,16.600,18.890,17.120
15-10 02:23:50,24.909,2.775,72.166,0.0,0.0,0.150,1.2568342528e+11,24264704.0,1794727936.0,73767895040.0,16.600,18.890,17.120
15-10 02:23:52,27.136,3.442,69.284,0.0,0.0,0.138,1.2583520256e+11,24272896.0,1795084288.0,73615753216.0,16.600,18.890,17.120
15-10 02:23:54,28.008,3.994,67.835,0.0,0.0,0.163,1.25560721408e+11,24272896.0,1795440640.0,73889878016.0,20.560,19.670,17.380
15-10 02:23:56,26.927,3.615,69.320,0.013,0.0,0.126,1.25779857408e+11,24272896.0,1795952640.0,73670230016.0,20.560,19.670,17.380
15-10 02:23:58,24.854,5.918,69.117,0.0,0.0,0.112,1.26070280192e+11,24281088.0,1796366336.0,73379385344.0,22.920,20.180,17.550
15-10 02:24:00,14.749,2.542,82.634,0.0,0.0,0.075,1.26406488064e+11,24281088.0,1796911104.0,73042632704.0,22.920,20.180,17.550
15-10 02:24:02,22.777,3.444,73.654,0.0,0.0,0.125,1.26167248896e+11,24281088.0,1797423104.0,73281359872.0,22.920,20.180,17.550
15-10 02:24:04,25.612,2.637,71.613,0.013,0.0,0.126,1.25892255744e+11,24289280.0,1798193152.0,73555574784.0,21.720,19.970,17.500
15-10 02:24:06,26.656,3.656,69.551,0.0,0.0,0.138,1.25867147264e+11,24289280.0,1798066176.0,73580810240.0,21.720,19.970,17.500
15-10 02:24:08,27.158,5.406,67.298,0.0,0.0,0.138,1.2586694656e+11,24293376.0,1798467584.0,73580605440.0,20.140,19.670,17.420
15-10 02:24:10,26.668,3.939,69.230,0.0,0.0,0.164,1.2598530048e+11,24301568.0,1798991872.0,73461719040.0,20.140,19.670,17.420
15-10 02:24:12,24.924,3.562,71.438,0.0,0.0,0.076,1.26289432576e+11,24301568.0,1799401472.0,73157177344.0,20.140,19.670,17.420
15-10 02:24:14,16.757,3.512,79.656,0.0,0.0,0.075,1.2652740608e+11,24301568.0,1799757824.0,72918847488.0,18.690,19.380,17.340
15-10 02:24:16,21.336,2.526,76.038,0.0,0.0,0.100,1.26426959872e+11,24309760.0,1800314880.0,73018728448.0,18.690,19.380,17.340
15-10 02:24:18,25.031,2.682,72.161,0.0,0.0,0.125,1.26161272832e+11,24309760.0,1800314880.0,73284415488.0,17.350,19.090,17.250
15-10 02:24:20,25.350,6.666,67.821,0.0,0.0,0.163,1.26026702848e+11,24309760.0,1800818688.0,73418481664.0,17.350,19.090,17.250
15-10 02:24:22,26.809,3.817,69.224,0.0,0.0,0.150,1.26170365952e+11,24317952.0,1801232384.0,73274396672.0,17.350,19.090,17.250
15-10 02:24:24,27.017,3.097,69.772,0.0,0.0,0.113,1.26197293056e+11,24317952.0,1801760768.0,73246941184.0,16.520,18.890,17.200
15-10 02:24:26,24.665,3.484,71.750,0.0,0.0,0.101,1.26425714688e+11,24322048.0,1802498048.0,73017778176.0,16.520,18.890,17.200
15-10 02:24:28,18.921,3.614,77.390,0.013,0.0,0.063,1.26472527872e+11,24330240.0,1803083776.0,72970371072.0,16.240,18.790,17.180
15-10 02:24:30,19.102,2.885,77.925,0.0,0.0,0.088,1.26485798912e+11,24330240.0,1803694080.0,72956489728.0,16.240,18.790,17.180
15-10 02:24:32,22.472,1.911,75.490,0.0,0.0,0.126,1.26062481408e+11,24330240.0,1803694080.0,73379807232.0,16.240,18.790,17.180
15-10 02:24:34,26.816,3.261,69.835,0.0,0.0,0.088,1.26063017984e+11,24338432.0,1804111872.0,73378844672.0,18.780,19.280,17.340
15-10 02:24:36,27.482,4.020,68.336,0.0,0.0,0.162,1.26074187776e+11,24338432.0,1804615680.0,73367171072.0,18.780,19.280,17.340
15-10 02:24:38,26.703,4.302,68.870,0.0,0.0,0.125,1.2608428032e+11,24338432.0,1805078528.0,73356615680.0,17.840,19.070,17.290
15-10 02:24:40,26.016,8.705,65.153,0.013,0.0,0.113,1.264022528e+11,24346624.0,1805492224.0,73038221312.0,17.840,19.070,17.290
15-10 02:24:42,17.546,4.123,78.268,0.0,0.0,0.063,1.26473306112e+11,24346624.0,1805975552.0,72966684672.0,17.840,19.070,17.290
15-10 02:24:44,19.148,2.598,78.104,0.0,0.0,0.150,1.26431920128e+11,24346624.0,1806442496.0,73007603712.0,16.570,18.790,17.200
15-10 02:24:46,24.250,2.239,73.399,0.0,0.0,0.113,1.2609349632e+11,24354816.0,1806434304.0,73346027520.0,16.570,18.790,17.200
15-10 02:24:48,28.045,3.776,68.042,0.0,0.0,0.138,1.26105677824e+11,24358912.0,1806856192.0,73333420032.0,15.400,18.510,17.120
15-10 02:24:50,27.395,5.692,66.738,0.013,0.0,0.163,1.26099451904e+11,24358912.0,1807323136.0,73339179008.0,15.400,18.510,17.120
15-10 02:24:52,26.604,3.845,69.451,0.0,0.0,0.100,1.26390235136e+11,24367104.0,1807839232.0,73047871488.0,15.400,18.510,17.120
15-10 02:24:54,24.624,3.634,71.692,0.0,0.0,0.050,1.26081363968e+11,24367104.0,1808330752.0,73356251136.0,14.330,18.240,17.040
15-10 02:24:56,16.050,3.398,80.464,0.0,0.0,0.088,1.2618932224e+11,24367104.0,1808760832.0,73247862784.0,14.330,18.240,17.040
15-10 02:24:58,20.836,3.034,76.005,0.0,0.0,0.125,1.2614617088e+11,24375296.0,1809211392.0,73290555392.0,13.740,18.050,16.990
15-10 02:25:00,25.267,2.561,72.047,0.0,0.0,0.126,1.2581982208e+11,24375296.0,1809211392.0,73616904192.0,13.740,18.050,16.990
15-10 02:25:02,28.193,3.799,67.908,0.0,0.0,0.100,1.2580950016e+11,24375296.0,1809711104.0,73626726400.0,13.740,18.050,16.990
15-10 02:25:04,26.929,3.543,69.402,0.0,0.0,0.126,1.25814829056e+11,24383488.0,1810112512.0,73620987904.0,16.250,18.500,17.140
15-10 02:25:06,27.168,3.417,69.276,0.0,0.0,0.139,1.25817798656e+11,24387584.0,1810812928.0,73617313792.0,16.250,18.500,17.140
15-10 02:25:08,25.738,3.515,70.584,0.0,0.0,0.163,1.25953142784e+11,24387584.0,1811496960.0,73481285632.0,16.230,18.460,17.130
15-10 02:25:10,17.121,3.781,79.060,0.0,0.0,0.038,1.2602474496e+11,24395776.0,1812140032.0,73409032192.0,16.230,18.460,17.130
15-10 02:25:12,19.119,2.604,78.152,0.013,0.0,0.113,1.25809414144e+11,24395776.0,1812729856.0,73623773184.0,16.230,18.460,17.130
15-10 02:25:14,26.839,3.007,70.004,0.0,0.0,0.150,1.25551255552e+11,24395776.0,1813499904.0,73881161728.0,15.490,18.270,17.080
15-10 02:25:16,25.734,3.651,70.527,0.0,0.0,0.088,1.25456838656e+11,24403968.0,1813245952.0,73975824384.0,15.490,18.270,17.080
15-10 02:25:18,24.174,3.781,71.931,0.0,0.0,0.113,1.25848723456e+11,24645632.0,1813884928.0,73583058944.0,15.450,18.210,17.060
15-10 02:25:20,19.842,3.453,76.680,0.0,0.0,0.025,1.25856813056e+11,24645632.0,1814388736.0,73574465536.0,15.450,18.210,17.060
15-10 02:25:22,18.834,6.646,73.969,0.426,0.0,0.125,1.25977280512e+11,24657920.0,1814880256.0,73453494272.0,15.450,18.210,17.060
15-10 02:25:24,23.418,2.995,73.412,0.0,0.0,0.175,1.25820051456e+11,24657920.0,1815654400.0,73609949184.0,14.530,17.980,16.990
15-10 02:25:26,25.519,2.688,71.693,0.0,0.0,0.100,1.2560699392e+11,24657920.0,1815433216.0,73823227904.0,14.530,17.980,16.990
15-10 02:25:28,27.072,4.368,68.397,0.012,0.0,0.150,1.25729513472e+11,24666112.0,1815908352.0,73700225024.0,13.530,17.710,16.910
15-10 02:25:30,27.259,5.020,67.620,0.0,0.0,0.100,1.2572532736e+11,24666112.0,1816264704.0,73704054784.0,13.530,17.710,16.910
15-10 02:25:32,26.509,3.653,69.700,0.0,0.0,0.138,1.25834858496e+11,24666112.0,1816772608.0,73594015744.0,13.530,17.710,16.910
15-10 02:25:34,22.347,3.596,74.007,0.0,0.0,0.050,1.25991550976e+11,24674304.0,1817284608.0,73436803072.0,12.600,17.450,16.830
15-10 02:25:36,11.762,4.304,83.821,0.0,0.0,0.113,1.26007087104e+11,24674304.0,1817862144.0,73420689408.0,12.600,17.450,16.830
15-10 02:25:38,25.645,2.829,71.427,0.0,0.0,0.099,1.25878341632e+11,24674304.0,1817862144.0,73549434880.0,11.670,17.180,16.750
15-10 02:25:40,26.564,4.398,68.899,0.0,0.0,0.138,1.25880082432e+11,24682496.0,1818337280.0,73547210752.0,11.670,17.180,16.750
15-10 02:25:42,27.183,5.306,67.373,0.0,0.0,0.138,1.257242624e+11,24682496.0,1818681344.0,73702686720.0,11.670,17.180,16.750
15-10 02:25:44,27.755,4.030,68.052,0.013,0.0,0.151,1.25791719424e+11,24686592.0,1819099136.0,73634807808.0,11.300,17.010,16.690
15-10 02:25:46,24.389,3.735,71.738,0.0,0.0,0.138,1.25937577984e+11,24694784.0,1819676672.0,73488363520.0,11.300,17.010,16.690
15-10 02:25:48,14.338,3.246,82.354,0.0,0.0,0.063,1.2641046528e+11,24694784.0,1820291072.0,73014861824.0,16.560,18.0,17.020
15-10 02:25:50,22.736,2.856,74.320,0.0,0.0,0.088,1.26055133184e+11,24694784.0,1820696576.0,73369788416.0,16.560,18.0,17.020
15-10 02:25:52,25.423,3.247,71.205,0.0,0.0,0.125,1.25699244032e+11,24702976.0,1820704768.0,73725661184.0,16.560,18.0,17.020
15-10 02:25:54,27.356,4.917,67.565,0.037,0.0,0.125,1.25706838016e+11,24702976.0,1820991488.0,73717780480.0,19.160,18.520,17.190
15-10 02:25:56,27.354,4.507,68.002,0.0,0.0,0.138,1.25707894784e+11,24702976.0,1821765632.0,73715949568.0,19.160,18.520,17.190
15-10 02:25:58,26.856,4.353,68.665,0.013,0.0,0.113,1.25541003264e+11,24711168.0,1822134272.0,73882464256.0,18.270,18.340,17.140
15-10 02:26:00,21.934,3.587,74.442,0.0,0.0,0.038,1.25825769472e+11,24711168.0,1822748672.0,73597083648.0,18.270,18.340,17.140
15-10 02:26:02,17.484,3.389,79.027,0.0,0.0,0.100,1.26047371264e+11,24711168.0,1823272960.0,73374957568.0,18.270,18.340,17.140
15-10 02:26:04,22.155,4.677,73.067,0.0,0.0,0.101,1.25909004288e+11,24723456.0,1824038912.0,73512546304.0,16.960,18.070,17.060
15-10 02:26:06,25.472,3.326,71.102,0.0,0.0,0.100,1.2568451072e+11,24723456.0,1823891456.0,73737187328.0,16.960,18.070,17.060
15-10 02:26:08,28.193,3.924,67.783,0.0,0.0,0.100,1.25523714048e+11,24723456.0,1824432128.0,73897443328.0,15.760,17.800,16.980
15-10 02:26:10,27.204,3.974,68.746,0.0,0.0,0.075,1.25531746304e+11,24731648.0,1824923648.0,73888911360.0,15.760,17.800,16.980
15-10 02:26:12,26.300,4.475,69.062,0.0,0.0,0.163,1.25949300736e+11,24731648.0,1825345536.0,73470935040.0,15.760,17.800,16.980
15-10 02:26:14,23.774,7.154,69.010,0.0,0.0,0.063,1.26048518144e+11,24731648.0,1825828864.0,73371234304.0,14.660,17.540,16.900
15-10 02:26:16,18.065,6.726,75.109,0.0,0.0,0.100,1.25998292992e+11,24739840.0,1826287616.0,73420992512.0,14.660,17.540,16.900
15-10 02:26:18,21.498,2.960,75.430,0.013,0.0,0.100,1.25916409856e+11,24739840.0,1826983936.0,73502179328.0,14.050,17.370,16.840
15-10 02:26:20,25.411,2.397,72.117,0.0,0.0,0.075,1.25607256064e+11,24739840.0,1826983936.0,73811333120.0,14.050,17.370,16.840
15-10 02:26:22,27.311,4.360,68.191,0.012,0.0,0.125,1.25602902016e+11,24752128.0,1827643392.0,73815015424.0,14.050,17.370,16.840
15-10 02:26:24,26.989,3.954,68.919,0.0,0.0,0.138,1.25319151616e+11,24752128.0,1828188160.0,74098221056.0,16.610,17.840,17.0
15-10 02:26:26,26.389,4.064,69.459,0.0,0.0,0.088,1.25231177728e+11,24752128.0,1828737024.0,74185646080.0,16.610,17.840,17.0
15-10 02:26:28,24.972,4.481,70.434,0.0,0.0,0.113,1.25331001344e+11,24760320.0,1829191680.0,74085359616.0,19.360,18.390,17.180
15-10 02:26:30,15.782,3.013,81.092,0.0,0.0,0.113,1.25375905792e+11,24760320.0,1829576704.0,74040070144.0,19.360,18.390,17.180
15-10 02:26:32,22.427,3.052,74.384,0.0,0.0,0.138,1.2540905472e+11,24760320.0,1829945344.0,74006552576.0,19.360,18.390,17.180
15-10 02:26:34,25.154,2.873,71.873,0.0,0.0,0.100,1.25101850624e+11,24768512.0,1830715392.0,74312978432.0,21.570,18.870,17.340
15-10 02:26:36,28.097,6.361,65.418,0.0,0.0,0.124,1.25097684992e+11,24768512.0,1830567936.0,74317291520.0,21.570,18.870,17.340
15-10 02:26:38,27.585,5.089,67.213,0.0,0.0,0.113,1.25217460224e+11,24768512.0,1831002112.0,74197082112.0,20.010,18.590,17.260
15-10 02:26:40,26.646,4.338,68.916,0.0,0.0,0.101,1.25321961472e+11,24776704.0,1831411712.0,74092163072.0,20.010,18.590,17.260
15-10 02:26:42,25.289,4.434,70.190,0.0,0.0,0.087,1.2553572352e+11,24780800.0,1831960576.0,73877848064.0,20.010,18.590,17.260
15-10 02:26:44,18.439,3.371,78.127,0.0,0.0,0.062,1.2556183552e+11,24780800.0,1832411136.0,73851285504.0,18.560,18.310,17.180
15-10 02:26:46,20.408,2.976,76.504,0.0,0.0,0.113,1.2526958592e+11,24788992.0,1833119744.0,74142818304.0,18.560,18.310,17.180
15-10 02:26:48,25.556,3.163,71.143,0.0,0.0,0.138,1.25012189184e+11,24788992.0,1833889792.0,74399444992.0,17.160,18.020,17.090
15-10 02:26:50,27.397,4.184,68.319,0.0,0.0,0.100,1.2496625664e+11,24788992.0,1833787392.0,74445479936.0,17.160,18.020,17.090
15-10 02:26:52,27.911,3.885,68.066,0.013,0.0,0.125,1.24964745216e+11,24797184.0,1834397696.0,74446372864.0,17.160,18.020,17.090
15-10 02:26:54,27.144,4.263,68.468,0.0,0.0,0.125,1.25170036736e+11,24797184.0,1834876928.0,74240602112.0,16.260,17.820,17.030
15-10 02:26:56,25.198,3.132,71.531,0.0,0.0,0.138,1.25311356928e+11,24797184.0,1835327488.0,74098831360.0,16.260,17.820,17.030
15-10 02:26:58,22.014,3.361,74.575,0.0,0.0,0.050,1.2545284096e+11,24805376.0,1835675648.0,73956990976.0,18.810,18.330,17.200
15-10 02:27:00,18.809,4.687,76.341,0.0,0.0,0.163,1.2564856832e+11,24809472.0,1836195840.0,73760739328.0,18.810,18.330,17.200
15-10 02:27:02,22.814,2.847,74.200,0.0,0.0,0.138,1.25384536064e+11,24809472.0,1836195840.0,74024771584.0,18.810,18.330,17.200
15-10 02:27:04,25.964,3.181,70.729,0.0,0.0,0.125,1.2519665664e+11,24817664.0,1836638208.0,74212200448.0,18.020,18.170,17.150
15-10 02:27:06,27.580,4.309,67.948,0.0,0.0,0.163,1.25204217856e+11,24817664.0,1836986368.0,74204291072.0,18.020,18.170,17.150
15-10 02:27:08,27.169,4.990,67.691,0.0,0.0,0.150,1.25213278208e+11,24817664.0,1837535232.0,74194681856.0,16.740,17.900,17.070
15-10 02:27:10,26.786,3.853,69.273,0.0,0.0,0.088,1.25476339712e+11,24825856.0,1838075904.0,73931071488.0,16.740,17.900,17.070
15-10 02:27:12,23.181,4.119,72.600,0.0,0.0,0.100,1.25683286016e+11,24825856.0,1838739456.0,73723461632.0,16.740,17.900,17.070
15-10 02:27:14,16.669,3.527,79.754,0.0,0.0,0.050,1.26026399744e+11,24825856.0,1839239168.0,73379848192.0,15.560,17.640,16.990
15-10 02:27:16,23.0,2.288,74.625,0.0,0.0,0.087,1.25707042816e+11,24834048.0,1839796224.0,73698639872.0,15.560,17.640,16.990
15-10 02:27:18,25.060,2.819,71.995,0.0,0.0,0.126,1.25379964928e+11,24834048.0,1839800320.0,74025713664.0,14.470,17.380,16.910
15-10 02:27:20,27.168,3.908,68.774,0.0,0.0,0.151,1.25374496768e+11,24838144.0,1840332800.0,74030645248.0,14.470,17.380,16.910
15-10 02:27:22,28.686,3.762,67.363,0.013,0.0,0.176,1.25374447616e+11,24846336.0,1840668672.0,74030350336.0,14.470,17.380,16.910
15-10 02:27:24,27.355,3.974,68.557,0.0,0.0,0.113,1.25474435072e+11,24846336.0,1841106944.0,73929924608.0,13.870,17.200,16.860
15-10 02:27:26,23.917,3.690,72.317,0.0,0.0,0.076,1.25676679168e+11,24846336.0,1841721344.0,73727066112.0,13.870,17.200,16.860
15-10 02:27:28,16.536,3.082,80.319,0.0,0.0,0.062,1.25841924096e+11,24854528.0,1842262016.0,73561272320.0,19.490,18.310,17.220
15-10 02:27:30,22.080,2.537,75.257,0.0,0.0,0.126,1.25798473728e+11,24854528.0,1842622464.0,73604362240.0,19.490,18.310,17.220
15-10 02:27:32,25.523,7.557,66.795,0.0,0.0,0.125,1.25388713984e+11,24854528.0,1842622464.0,74014121984.0,19.490,18.310,17.220
15-10 02:27:34,27.314,3.949,68.587,0.0,0.0,0.151,1.25386010624e+11,24862720.0,1842987008.0,74016452608.0,19.290,18.290,17.220
15-10 02:27:36,27.560,3.660,68.604,0.0,0.0,0.176,1.25398597632e+11,24862720.0,1843433472.0,74003419136.0,19.290,18.290,17.220
15-10 02:27:38,28.063,4.034,67.764,0.0,0.0,0.138,1.25452460032e+11,24862720.0,1843941376.0,73949048832.0,18.060,18.060,17.150
15-10 02:27:40,25.343,3.833,70.712,0.0,0.0,0.112,1.25654843392e+11,24875008.0,1844473856.0,73746120704.0,18.060,18.060,17.150
15-10 02:27:42,20.633,3.368,75.924,0.0,0.0,0.075,1.25867012096e+11,24875008.0,1844842496.0,73533583360.0,18.060,18.060,17.150
15-10 02:27:44,16.919,5.460,77.470,0.025,0.0,0.125,1.2582064128e+11,24875008.0,1845403648.0,73579393024.0,16.780,17.790,17.060
15-10 02:27:46,26.302,4.382,69.179,0.0,0.0,0.138,1.25641003008e+11,24883200.0,1846165504.0,73758261248.0,16.780,17.790,17.060
15-10 02:27:48,25.326,2.957,71.579,0.0,0.0,0.138,1.25505671168e+11,24883200.0,1846067200.0,73893691392.0,15.590,17.530,16.980
15-10 02:27:50,27.143,3.714,69.029,0.0,0.0,0.113,1.25518565376e+11,24883200.0,1846575104.0,73880289280.0,15.590,17.530,16.980
15-10 02:27:52,27.532,4.528,67.827,0.0,0.0,0.112,1.25289472e+11,24891392.0,1847123968.0,74108825600.0,15.590,17.530,16.980
15-10 02:27:54,26.106,3.379,70.364,0.0,0.0,0.151,1.2586708992e+11,24891392.0,1847693312.0,73530638336.0,14.830,17.330,16.920
15-10 02:27:56,22.892,3.002,74.043,0.0,0.0,0.063,1.259436032e+11,24891392.0,1848205312.0,73453613056.0,14.830,17.330,16.920
15-10 02:27:58,17.849,3.259,78.767,0.0,0.0,0.125,1.26155628544e+11,24903680.0,1848700928.0,73241079808.0,17.240,17.790,17.080
15-10 02:28:00,22.989,2.715,74.145,0.0,0.0,0.151,1.25929496576e+11,24903680.0,1849151488.0,73466761216.0,17.240,17.790,17.080
15-10 02:28:02,25.676,2.551,71.673,0.0,0.0,0.101,1.25560184832e+11,24903680.0,1849155584.0,73836068864.0,17.240,17.790,17.080
15-10 02:28:04,28.098,10.029,61.686,0.050,0.0,0.138,1.25558095872e+11,24911872.0,1849683968.0,73837621248.0,20.030,18.360,17.260
15-10 02:28:06,28.180,3.218,68.439,0.0,0.0,0.163,1.2556322816e+11,24911872.0,1850200064.0,73831972864.0,20.030,18.360,17.260
15-10 02:28:08,26.918,4.144,68.800,0.0,0.0,0.139,1.25634650112e+11,24911872.0,1850630144.0,73760120832.0,20.030,18.360,17.260
15-10 02:28:10,25.216,3.536,71.097,0.013,0.0,0.138,1.25819600896e+11,24920064.0,1851015168.0,73574776832.0,18.900,18.160,17.200
15-10 02:28:12,21.080,3.151,75.706,0.0,0.0,0.063,1.2593078272e+11,24920064.0,1851736064.0,73462874112.0,18.900,18.160,17.200
15-10 02:28:14,17.280,2.990,79.605,0.0,0.0,0.125,1.25680631808e+11,24920064.0,1852391424.0,73712369664.0,17.550,17.890,17.120
15-10 02:28:16,24.991,2.785,72.124,0.0,0.0,0.100,1.25484576768e+11,24932352.0,1852379136.0,73908424704.0,17.550,17.890,17.120
15-10 02:28:18,25.989,3.332,70.554,0.0,0.0,0.125,1.25326278656e+11,24932352.0,1852866560.0,74066235392.0,17.550,17.890,17.120
15-10 02:28:20,28.050,7.717,64.107,0.0,0.0,0.126,1.25324136448e+11,24932352.0,1853444096.0,74067800064.0,16.300,17.620,17.040
15-10 02:28:22,27.428,4.114,68.321,0.012,0.0,0.125,1.25330509824e+11,24940544.0,1853779968.0,74061082624.0,16.300,17.620,17.040
15-10 02:28:24,25.488,3.505,70.881,0.0,0.0,0.125,1.25819392e+11,24940544.0,1854222336.0,73571758080.0,15.640,17.460,16.990
15-10 02:28:26,22.556,3.396,73.985,0.0,0.0,0.063,1.25956149248e+11,24940544.0,1854590976.0,73434632192.0,15.640,17.460,16.990
15-10 02:28:28,17.539,3.458,78.953,0.0,0.0,0.050,1.26209490944e+11,24948736.0,1855090688.0,73180782592.0,15.640,17.460,16.990
15-10 02:28:30,23.375,2.594,73.918,0.0,0.0,0.112,1.25893906432e+11,24948736.0,1855090688.0,73496367104.0,17.990,17.920,17.140
15-10 02:28:32,27.058,6.947,65.843,0.0,0.0,0.151,1.25719769088e+11,24948736.0,1855438848.0,73670156288.0,17.990,17.920,17.140
15-10 02:28:34,26.700,4.106,69.068,0.0,0.0,0.126,1.25825024e+11,24956928.0,1856126976.0,73564205056.0,20.950,18.540,17.340
15-10 02:28:36,27.992,3.262,68.607,0.0,0.0,0.138,1.25980348416e+11,24956928.0,1856450560.0,73408557056.0,20.950,18.540,17.340
15-10 02:28:38,26.709,3.481,69.698,0.0,0.0,0.112,1.26277029888e+11,24956928.0,1856843776.0,73111482368.0,20.950,18.540,17.340
15-10 02:28:40,24.672,4.077,71.177,0.0,0.0,0.075,1.26256119808e+11,24969216.0,1857314816.0,73131909120.0,19.920,18.360,17.290
15-10 02:28:42,16.859,3.246,79.820,0.0,0.0,0.075,1.26467698688e+11,24969216.0,1857740800.0,72919904256.0,19.920,18.360,17.290
